accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
DQ434785		05-Nov-2004	Canada: Ontario		42.58 N 79.52 W	Troglodytes aedon	BIOUG<CAN>:HBO2290-95641	697	0
DQ434782		17-May-2004	Canada: Ontario		42.40 N 79.50 W	Toxostoma rufum	BIOUG<CAN>:SPP1543-01273	696	0
DQ434781		05-Jan-2004	Canada: Ontario		42.40 N 79.50 W	Toxostoma rufum	BIOUG<CAN>:SPP1543-01229	696	0
DQ434777		06-Jun-2004	Canada: New Brunswick		45.08 N 67.05 W	Tachycineta bicolor	BIOUG<CAN>:STA2340-70137	695	0
DQ434776		20-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Tachycineta bicolor	BIOUG<CAN>:HBO1671-64551	697	0
DQ434774		04-May-2004	Canada: Ontario		42.30 N 80.10 W	Sturnus vulgaris	BIOUG<CAN>:LPBO1152-64924	697	0
DQ434773		06-Jan-2004	Canada: Ontario		42.58 N 79.52 W	Sturnus vulgaris	BIOUG<CAN>:HBO1192-19086	697	0
DQ434772		06-Mar-2004	Canada: Ontario		45.23 N 75.53 W	Sturnus vulgaris	BIOUG<CAN>:IPBO117396536	697	0
DQ434771		05-May-2004	Canada: Ontario		42.30 N 80.10 W	Stelgidopteryx serripennis	BIOUG<CAN>:LPBO2350-65108	696	0
DQ434770		05-Nov-2004	Canada: Ontario		42.30 N 80.10 W	Stelgidopteryx serripennis	BIOUG<CAN>:LPBO2350-53191	697	0
DQ434769		22-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Spizella pusilla	BIOUG<CAN>:SPP2340-77005	697	0
DQ434768		21-May-2004	Canada: New Brunswick		45.08 N 67.05 W	Spizella pusilla	BIOUG<CAN>:STA2360-21246	695	0
DQ434767		30-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Spizella pusilla	BIOUG<CAN>:LPBO2350-65082	697	0
DQ434764		28-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Spizella passerina	BIOUG<CAN>:LPBO2350-65059	696	0
DQ434763		05-Jan-2004	Canada: New Brunswick		45.08 N 67.05 W	Spizella passerina	BIOUG<CAN>:STA2360-21131	696	0
DQ434762		22-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Spizella passerina	BIOUG<CAN>:HBO2220-11378	697	0
DQ434760		05-Jul-2004	Canada: Ontario		42.30 N 80.10 W	Spizella pallida	BIOUG<CAN>:LPBO2350-53101	695	0
DQ434759		18-May-2004	Canada: Ontario		45.23 N 75.53 W	Spizella pallida	BIOUG<CAN>:IPBO2350-69305	696	0
DQ434756		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Spizella arborea	BIOUG<CAN>:SPP213129774	653	0
DQ434755		27-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Spizella arborea	BIOUG<CAN>:HBO2290-95455	697	0
DQ434753		29-Sep-2004	Canada: Ontario		42.50 N 79.30 W	Sphyrapicus varius	BIOUG<CAN>:RPP1901-91106	696	0
DQ434752		29-Sep-2004	Canada: Ontario		42.50 N 79.30 W	Sphyrapicus varius	BIOUG<CAN>:RPP1901-91073	697	0
DQ434751	Lesley Howes	11-Aug-2003	Canada: Nova Scotia		45.17 N 61.10 W	Somateria mollissima	1590-10040	657	0
DQ434750	Lesley Howes	22-Nov-2003	Canada: Newfoundland and Labrador		49.63 N 54.28 W	Somateria mollissima	1590-10102	661	0
DQ434749	Lesley Howes	10-Dec-2003	Canada: Quebec		50.22 N 66.02 W	Somateria mollissima	1590-10227	662	0
DQ434748	Lesley Howes	10-Oct-2003	Canada			Somateria mollissima	1590-10278	665	0
DQ434747	Lesley Howes	11-Oct-2003	Canada: New Brunswick		50.22 N 97.00 W	Somateria mollissima	1590-10027	689	0
DQ434745		05-Jun-2004	Canada: Ontario		42.58 N 79.52 W	Sitta carolinensis	BIOUG<CAN>:HBO1541-15499	697	0
DQ434744		15-May-2004	Canada: Ontario		42.58 N 79.52 W	Sialia sialis	BIOUG<CAN>:HBO1461-21347	697	0
DQ434743		29-May-2004	Canada: Ontario			Sialia sialis	BIOUG<CAN>:CMPS146197583	697	0
DQ434742		15-May-2004	Canada: Ontario		42.30 N 80.10 W	Sialia sialis	BIOUG<CAN>:LPBO1861-64750	697	0
DQ434741		24-May-2004	Canada: Ontario		42.58 N 79.52 W	Setophaga ruticilla	BIOUG<CAN>:HBO230069775	697	0
DQ434740		13-May-2004	Canada: Ontario		42.40 N 79.50 W	Parkesia noveboracensis	BIOUG<CAN>:SPP2171-22604	697	0
DQ434739		23-May-2004	Canada: Ontario		42.30 N 80.10 W	Parkesia noveboracensis	BIOUG<CAN>:LPBO2181-58273	697	0
DQ434735	Paul Super	05-Aug-2005	USA: North Carolina		35.61 N 83.45 W	Seiurus aurocapilla	BIOUG<CAN>:NCHA 217175541	633	0
DQ434734	Paul Super	05-Aug-2005	USA: North Carolina		35.61 N 83.45 W	Seiurus aurocapilla	BIOUG<CAN>:NCHA 217175542	697	0
DQ434733	Paul Super	23-Jul-2005	USA: North Carolina		35.58 N 83.07 W	Seiurus aurocapilla	BIOUG<CAN>:NCHA 217175532	697	0
DQ434732		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Regulus satrapa	BIOUG<CAN>:SPP230003353	647	0
DQ434731		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Regulus satrapa	BIOUG<CAN>:SPP2300-03352	697	0
DQ434727		05-Jun-2004	Canada: Ontario		42.40 N 79.50 W	Quiscalus quiscula	BIOUG<CAN>:SPP1543-01247	697	0
DQ434726		05-Jun-2004	Canada: Ontario		45.23 N 75.53 W	Polioptila caerulea	BIOUG<CAN>:IPBO197059805	696	0
DQ434723		31-May-2004	Canada: New Brunswick		45.08 N 67.05 W	Poecile atricapilla	BIOUG<CAN>:STA2340-70134	697	0
DQ434720		14-May-2004	Canada: Ontario		42.30 N 80.10 W	Piranga rubra	BIOUG<CAN>:LPBO1681-37851	648	0
DQ434719		05-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Piranga rubra	BIOUG<CAN>:LPBO015	648	0
DQ434717		26-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Pipilo erythrophthalmus	BIOUG<CAN>:LPBO1681-39217	645	0
DQ434716		26-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Pipilo erythrophthalmus	BIOUG<CAN>:LPBO1681-39216	697	0
DQ434713		05-Jan-2004	Canada: New Brunswick		45.08 N 67.05 W	Picoides villosus	BIOUG<CAN>:STA952-67380	697	0
DQ434712		05-Mar-2004	Canada: Ontario		42.58 N 79.52 W	Picoides pubescens	BIOUG<CAN>:HBO164184704	696	0
DQ434710		13-May-2004	Canada: Ontario		42.40 N 79.50 W	Passerina cyanea	BIOUG<CAN>:SPP2171-22282	697	0
DQ434707		17-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Passerella iliaca	BIOUG<CAN>:SPP1681-70650	697	0
DQ434706		30-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Passer domesticus	BIOUG<CAN>:LPBO1861-63873	697	0
DQ434705		30-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Passer domesticus	BIOUG<CAN>:LPBO1861-63865	697	0
DQ434704		13-May-2004	Canada: New Brunswick		45.08 N 67.05 W	Passerculus sandwichensis	BIOUG<CAN>:STA2021-68880	619	0
DQ434703		19-May-2004	Canada: Ontario		42.30 N 80.10 W	Passerculus sandwichensis	BIOUG<CAN>:LPBO1771-40665	648	0
DQ434702		15-May-2004	Canada: Ontario		45.23 N 75.53 W	Passerculus sandwichensis	BIOUG<CAN>:IPBO1651-07671	696	0
DQ434701		13-May-2004	Canada: New Brunswick		45.08 N 67.05 W	Passerculus sandwichensis	BIOUG<CAN>:STA2021-68885	697	0
DQ434699	Paul Super	02-Aug-2005	USA: North Carolina		35.58 N 83.07 W	Setophaga americana	BIOUG<CAN>:NCHA 224089242	660	0
DQ434698	Paul Super	06-Jul-2005	USA: North Carolina		35.51 N 83.31 W	Setophaga americana	BIOUG<CAN>:NCHA 224089224	666	0
DQ434697		20-Jul-2004	Canada: Ontario		43.95 N 80.45 W	Pandion haliaetus	BIOUG<CAN>:LMA788-13009	697	0
DQ434696		20-Jul-2004	Canada: Ontario		43.95 N 80.45 W	Pandion haliaetus	BIOUG<CAN>:LMA001	697	0
DQ434691		21-Oct-2003	Canada: Ontario		42.24 N 82.11 W	Oxyura jamaicensis	1670-10032	654	0
DQ434690		09-Jun-2004	Canada: Yukon		60.10 N 128.75 W	Geothlypis tolmiei	BIOUG<CAN>:ACR236022597	697	0
DQ434688		27-May-2004	Canada: Ontario		42.58 N 79.52 W	Geothlypis philadelphia	BIOUG<CAN>:HBO2290-95809	697	0
DQ434684		20-Jun-2004	Canada: New Brunswick		44.30 N 66.06 W	Hydrobates leucorhous	BIOUG<CAN>:MSISL001	696	0
DQ434683			Canada: Ontario		42.30 N 80.10 W	Numenius phaeopus	BIOUG<CAN>:LPBO004	696	0
DQ434681		26-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Molothrus ater	BIOUG<CAN>:LPBO1861-63723	696	0
DQ434680		17-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Molothrus ater	BIOUG<CAN>:SPP1681-70648	697	0
DQ434679		18-May-2004	Canada: Ontario		42.58 N 79.52 W	Mniotilta varia	BIOUG<CAN>:HBO2290-95693	697	0
DQ434677		30-Oct-2004	Canada: Ontario		48.15 N 53.58 W	Mergus serrator	1300 20031	697	0
DQ434676		18-Sep-2003	Canada: Newfoundland and Labrador		49.29 N 54.22 W	Mergus serrator	1300 10091	697	0
DQ434675		18-Sep-2003	Canada: Nova Scotia		49.29 N 54.22 W	Mergus serrator	1300 10089	697	0
DQ434674	Lesley Howes	17-Nov-2003	Canada: Ontario		42.92 N 79.63 W	Mergus serrator	1300-10129	665	0
DQ434673	Lesley Howes	27-Sep-2003	Canada: Newfoundland and Labrador		52.95 N 66.62 W	Mergus merganser	1290-10008	689	0
DQ434672		11-Jul-2004	Canada: Alberta		49.19 N 122.34 W	Mergus merganser	1290 20201	697	0
DQ434671		10-Jan-2004	Canada: Manitoba		43.22 N 80.25 W	Mergus merganser	1290 20035	697	0
DQ434670		10-Feb-2004	Canada: British Columbia		48.03 N 57.56 W	Mergus merganser	1290 20033	697	0
DQ434669		10-Feb-2003	Canada: Quebec		48.45 N 71.05 W	Mergus merganser	1290-10051	649	0
DQ434668	Lesley Howes	11-Mar-2003	Canada: New Brunswick		47.50 N 59.13 W	Mergus merganser	1290-10130	652	0
DQ434667		10-Feb-2004	Canada: Alberta		48.03 N 57.56 W	Mergus merganser	1290 20031	687	0
DQ434666	Lesley Howes	12-Jun-2003	Canada: Nova Scotia		46.07 N 61.45 W	Mergus merganser	1290-10025	689	0
DQ434665		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Melospiza melodia	BIOUG<CAN>:SPP1811-66863	697	0
DQ434664		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Melospiza melodia	BIOUG<CAN>:SPP181166872	697	0
DQ434661		05-Jan-2004	Canada: Ontario		42.40 N 79.50 W	Melospiza lincolnii	BIOUG<CAN>:SPP2131-29829	697	0
DQ434660		24-May-2004	Canada: Ontario		42.58 N 79.52 W	Melospiza lincolnii	BIOUG<CAN>:HBO1661-00393	697	0
DQ434657		29-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Melospiza georgiana	BIOUG<CAN>:LPBO2181-58257	697	0
DQ434656		05-Nov-2004	Canada: Ontario		42.58 N 79.52 W	Melospiza georgiana	BIOUG<CAN>:HBO1671-64572	697	0
DQ434655	Lesley Howes	10-Jun-2003	Canada: Nova Scotia		45.60 N 60.97 W	Melanitta perspicillata	1660-10035	511	0
DQ434654	Lesley Howes		Canada: Nova Scotia		45.22 N 61.23 W	Melanitta perspicillata	1660-10036	682	0
DQ434653	Lesley Howes		Canada: Nova Scotia		44.78 N 63.60 W	Melanitta nigra	1630-10006	523	0
DQ434652	Lesley Howes	14-Oct-2003	Canada: Nova Scotia		43.63 N 65.35 W	Melanitta nigra	1630-10101	604	0
DQ434651	Lesley Howes	11-Jan-2003	Canada: New Brunswick		47.08 N 64.75 W	Melanitta nigra	1630-10012	657	0
DQ434650	Lesley Howes	10-Nov-2003	Canada: Quebec		50.22 N 66.02 W	Melanitta nigra	1630-10064	665	0
DQ434649	Lesley Howes	11-Jan-2003	Canada: Quebec		45.60 N 73.47 W	Melanitta nigra	1630-10071	665	0
DQ434648	Lesley Howes	18-Oct-2003	Canada: Newfoundland and Labrador		52.95 N 66.62 W	Melanitta nigra	1630-10102	666	0
DQ434646	Lesley Howes	10-Apr-2003	Canada: Alberta		53.92 N 114.40 W	Melanitta fusca	1650-10062	568	0
DQ434645	Lesley Howes	30-Dec-2003	Canada: Nova Scotia		43.48 N 65.55 W	Melanitta fusca	1650-10010	612	0
DQ434644	Lesley Howes	11-Dec-2003	Canada: Nova Scotia		45.52 N 61.88 W	Melanitta fusca	1650-10009	615	0
DQ434643	Lesley Howes	19-Oct-2003	Canada: Quebec		45.47 N 73.97 W	Melanitta fusca	1650-10043	654	0
DQ434642		14-May-2004	Canada: Ontario		42.30 N 80.10 W	Melanerpes erythrocephalus	BIOUG<CAN>:LPBO1162-92524	644	0
DQ434641		05-Aug-2004	Canada: Ontario		42.30 N 80.10 W	Melanerpes carolinus	BIOUG<CAN>:LPBO1152-64976	696	0
DQ434640		14-May-2004	Canada: Ontario		42.30 N 80.10 W	Melanerpes carolinus	BIOUG<CAN>:LPBO1162-92503	697	0
DQ434639		30-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Melanerpes carolinus	BIOUG<CAN>:HBO972-30849	697	0
DQ434638		05-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Melanerpes carolinus	BIOUG<CAN>:HBO922-88362	697	0
DQ434637		02-May-2004	Canada: Ontario		42.40 N 79.50 W	Megascops asio	BIOUG<CAN>:SPP0745-28629	620	0
DQ434636		01-Sep-2004	Canada: Ontario		43.95 N 80.45 W	Megascops asio	BIOUG<CAN>:LMA745-24022	697	0
DQ434635		14-Apr-2004	Canada: Ontario		43.95 N 80.45 W	Lophodytes cucullatus	BIOUG<CAN>:LMA1046-29238	696	0
DQ434634	Lesley Howes	11-Aug-2003	Canada: Quebec		45.15 N 73.25 W	Lophodytes cucullatus	1310-10197	664	0
DQ434633	Lesley Howes	22-Oct-2003	Canada: Ontario		46.33 N 80.20 W	Lophodytes cucullatus	1310-10159	665	0
DQ434632	Lesley Howes	10-Nov-2003	Canada: Nova Scotia		44.58 N 65.15 W	Lophodytes cucullatus	1310-10027	679	0
DQ434631	Lesley Howes	11-Jan-2003	Canada: Quebec		46.08 N 72.92 W	Lophodytes cucullatus	1310-10196	680	0
DQ434624			Canada: Alberta		52.22 N 117.18 W	Junco hyemalis	BIOUG<CAN>:juncoCH6	649	0
DQ434620			Canada: Alberta		52.95 N 118.00 W	Junco hyemalis	BIOUG<CAN>:juncoDL26	696	0
DQ434619	Sarah Lord		Canada: Alberta		52.95 N 118.08 W	Junco hyemalis	BIOUG<CAN>:juncoPH25	696	0
DQ434618			Canada: Alberta		52.22 N 117.18 W	Junco hyemalis	BIOUG<CAN>:juncoCH13	697	0
DQ434617	Sarah Lord		Canada: Alberta		52.81 N 118.09 W	Junco hyemalis	BIOUG<CAN>:juncoMH52	697	0
DQ434616	Sarah Lord		Canada: Alberta		52.81 N 118.09 W	Junco hyemalis	BIOUG<CAN>:juncoMH55	697	0
DQ434615	Paul Super	02-Jul-2005	USA: North Carolina		35.58 N 83.07 W	Junco hyemalis	BIOUG<CAN>:NCHA 243065703	697	0
DQ434614	Paul Super	05-Aug-2005	USA: North Carolina		35.61 N 83.45 W	Junco hyemalis	BIOUG<CAN>:NCHA 217175540	697	0
DQ434613	Paul Super	14-Jul-2005	USA: North Carolina		35.58 N 83.07 W	Junco hyemalis	BIOUG<CAN>:NCHA 217175529	697	0
DQ434612		30-May-2004	Canada: Ontario		42.58 N 79.52 W	Icterus spurius	BIOUG<CAN>:HBO1461-21402	519	0
DQ434611		05-Oct-2004	Canada: Ontario		42.58 N 79.52 W	Icterus galbula	BIOUG<CAN>:HBO8041-51795	697	0
DQ434610		06-Aug-2004	Canada: Ontario		42.30 N 80.10 W	Icterus galbula	BIOUG<CAN>:LPBO1681-36787	697	0
DQ434607		05-Jan-2004	Canada: Ontario		42.30 N 80.10 W	Hylocichla mustelina	BIOUG<CAN>:LPBO1681-39247	613	0
DQ434606		05-Sep-2004	Canada: Ontario		42.40 N 79.50 W	Hylocichla mustelina	BIOUG<CAN>:SPP1681-70689	626	0
DQ434603		05-Sep-2004	Canada: Ontario		45.23 N 75.53 W	Hirundo rustica	BIOUG<CAN>:IPBO2350-69055	697	0
DQ434600		22-Sep-2004	Canada: Ontario		43.95 N 80.45 W	Gallinula chloropus	BIOUG<CAN>:LMA865-05699	696	0
DQ434598		22-Sep-2004	Canada: Ontario		43.95 N 80.45 W	Fulica americana	BIOUG<CAN>:LMA1046-29312	697	0
DQ434597		19-Aug-2004	Canada: New Brunswick		44.30 N 66.06 W	Fratercula arctica	BIOUG<CAN>:MSI1015-04006	697	0
DQ434596		19-Aug-2004	Canada: New Brunswick		44.30 N 66.06 W	Fratercula arctica	BIOUG<CAN>:MSI1015-04328	697	0
DQ434594		20-Jul-2004	Canada: New Brunswick		45.57 N 66.38 W	Falco columbarius	BIOUG<CAN>:MSISL005	697	0
DQ434593		05-Sep-2004	Canada: New Brunswick		45.08 N 67.05 W	Falco columbarius	BIOUG<CAN>:STA001	664	0
DQ434590		05-Oct-2004	Canada: Ontario		42.40 N 79.50 W	Dumetella carolinensis	BIOUG<CAN>:SPP1681-70696	613	0
DQ434589		05-Oct-2004	Canada: Ontario		42.58 N 79.52 W	Dumetella carolinensis	BIOUG<CAN>:HBO163189227	695	0
DQ434588		30-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Dumetella carolinensis	BIOUG<CAN>:LPBO1681-39234	697	0
DQ434587		30-Aug-2004	Canada: Ontario		43.95 N 80.45 W	Dolichonyx oryzivorus	BIOUG<CAN>:LMA8101-91770	697	0
DQ434586		17-May-2004	Canada: Ontario		45.23 N 75.53 W	Dolichonyx oryzivorus	BIOUG<CAN>:IPBO8101-98561	697	0
DQ434585		17-May-2004	Canada: Ontario		45.23 N 75.53 W	Dolichonyx oryzivorus	BIOUG<CAN>:IPBO8101-98560	697	0
DQ434584		20-May-2004	Canada: Ontario		42.58 N 79.52 W	Setophaga virens	BIOUG<CAN>:HBO230069709	697	0
DQ434582		29-Sep-2004	Canada: Ontario		42.50 N 79.30 W	Setophaga tigrina	BIOUG<CAN>:RPP2340-80721	637	0
DQ434579		21-May-2004	Canada: Ontario		42.58 N 79.52 W	Setophaga striata	BIOUG<CAN>:HBO2290-95720	696	0
DQ434578		23-May-2004	Canada: Ontario		42.58 N 79.52 W	Setophaga striata	BIOUG<CAN>:HBO2290-95748	697	0
DQ434577		05-Mar-2004	Canada: Ontario		42.40 N 79.50 W	Setophaga petechia	BIOUG<CAN>:SPP2340-77043	696	0
DQ434576		30-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Setophaga petechia	BIOUG<CAN>:SPP2340-77130	697	0
DQ434575		05-Jul-2004	Canada: Ontario		42.30 N 80.10 W	Setophaga petechia	BIOUG<CAN>:LPBO2330-21147	697	0
DQ434572		29-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Setophaga palmarum	BIOUG<CAN>:LPBO2350-65063	646	0
DQ434571		05-Jul-2004	Canada: Ontario		42.58 N 79.52 W	Setophaga palmarum	BIOUG<CAN>:HBO229095585	696	0
DQ434570		29-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Setophaga palmarum	BIOUG<CAN>:SPP2340-77026	697	0
DQ434569		22-May-2004	Canada: New Brunswick		45.08 N 67.05 W	Setophaga magnolia	BIOUG<CAN>:STA2330-08002	697	0
DQ434568		05-Dec-2004	Canada: Ontario		42.30 N 80.10 W	Setophaga fusca	BIOUG<CAN>:LPBO2330-21295	697	0
DQ434567		05-Dec-2004	Canada: Ontario		42.30 N 80.10 W	Setophaga dominica	BIOUG<CAN>:LPBO2330-17686	696	0
DQ434562		05-Jun-2004	Canada: Ontario		42.30 N 80.10 W	Setophaga caerulescens	BIOUG<CAN>:LPBO2350-65116	697	0
DQ434561		05-Oct-2004	Canada: Ontario		42.58 N 79.52 W	Setophaga caerulescens	BIOUG<CAN>:HBO229095628	697	0
DQ434558		14-May-2004	Canada: Ontario		42.40 N 79.50 W	Cyanocitta cristata	BIOUG<CAN>:SPP1513-23733	697	0
DQ434557		21-May-2004	Canada: Ontario		42.58 N 79.52 W	Cyanocitta cristata	BIOUG<CAN>:HBO1433-43985	697	0
DQ434556		17-May-2004	Canada: Yukon		60.10 N 128.75 W	Colaptes auratus	BIOUG<CAN>:ACR138373304	668	0
DQ434554		30-May-2004	Canada: Ontario		45.23 N 75.54 W	Colaptes auratus	BIOUG<CAN>:IPBO1173-96531	697	0
DQ434553		26-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Colaptes auratus	BIOUG<CAN>:LPBO1063-08159	696	0
DQ434552		27-May-2004	Canada: Ontario		42.30 N 80.10 W	Coccyzus erythropthalmus	BIOUG<CAN>:LPBO1162-92626	694	0
DQ434551		12-Nov-2003	Canada: British Columbia		47.42 N 57.44 W	Clangula hyemalis	1540 10131	697	0
DQ434550		14-Dec-2003	Canada: Nova Scotia		45.34 N 60.41 W	Clangula hyemalis	1540 10127	697	0
DQ434549		12-Oct-2003	Canada: Nova Scotia		47.42 N 57.44 W	Clangula hyemalis	1540 10123	697	0
DQ434548		12-Jan-2003	Canada: Newfoundland and Labrador		47.31 N 57.25 W	Clangula hyemalis	1540 10121	697	0
DQ434547		27-Nov-2003	Canada: Nova Scotia		47.42 N 57.44 W	Clangula hyemalis	1540 10098	697	0
DQ434545	Lesley Howes	19-Oct-2003	Canada: Quebec		46.10 N 72.92 W	Clangula hyemalis	1540-10061	619	0
DQ434543	Lesley Howes	29-Dec-2003	Canada: Nova Scotia		44.98 N 64.53 W	Clangula hyemalis	1540-10010	689	0
DQ434540			Canada: Ontario		42.30 N 80.10 W	Chordeiles minor	BIOUG<CAN>:LPBO011	697	0
DQ434539	Michel Gendron	12-Aug-2005	Canada: Nunavut		65.09 N 73.72 W	Anser rossii	1707-55831	696	0
DQ434538	Michel Gendron	08-May-2005	Canada: Nunavut		67.72 N 100.99 W	Anser rossii	1707-13377	697	0
DQ434537	Michel Gendron	14-Aug-2005	Canada: Nunavut		66.75 N 72.79 W	Anser caerulescens	1727-83392	697	0
DQ434536		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Certhia americana	BIOUG<CAN>:SPP2230-03371	648	0
DQ434534		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Certhia americana	BIOUG<CAN>:SPP230003354	697	0
DQ434531		26-May-2004	Canada: Ontario		42.58 N 79.52 W	Catharus ustulatus	BIOUG<CAN>:HBO1461-21392	696	0
DQ434528		17-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Catharus guttatus	BIOUG<CAN>:LPBO1811-72976	648	0
DQ434527		21-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Catharus guttatus	BIOUG<CAN>:HBO1461-21221	697	0
DQ434526		17-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Catharus guttatus	BIOUG<CAN>:SPP181166867	697	0
DQ434525		16-Apr-2004	Canada: Ontario		42.40 N 79.50 W	Catharus guttatus	BIOUG<CAN>:SPP181166866	697	0
DQ434523		21-May-2004	Canada: Ontario		42.58 N 79.52 W	Catharus fuscescens	BIOUG<CAN>:HBO1461-21373	697	0
DQ434522		21-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Haemorhous purpureus	BIOUG<CAN>:HBO1661-00374	685	0
DQ434521		30-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Haemorhous purpureus	BIOUG<CAN>:LPBO2181-58261	695	0
DQ434520		28-Apr-2004	Canada: New Brunswick		45.08 N 67.05 W	Haemorhous purpureus	BIOUG<CAN>:STA2021-68852	697	0
DQ434519		27-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Haemorhous mexicanus	BIOUG<CAN>:HBO1661-00356	697	0
DQ434518		22-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Haemorhous mexicanus	BIOUG<CAN>:LPBO1861-63656	696	0
DQ434516		04-Dec-2004	Canada: New Brunswick		45.08 N 67.05 W	Spinus tristis	BIOUG<CAN>:STA2360-21110	696	0
DQ434515		05-Jun-2004	Canada: Ontario		42.40 N 79.50 W	Spinus tristis	BIOUG<CAN>:SPP2340-77057	697	0
DQ434512		05-Jan-2004	Canada: New Brunswick		45.08 N 67.05 W	Spinus spinus	BIOUG<CAN>:STA2360-21142	696	0
DQ434511		05-Dec-2004	Canada: Ontario		42.30 N 80.10 W	Spinus spinus	BIOUG<CAN>:LPBO2350-53226	696	0
DQ434508		30-Apr-2004	Canada: Ontario		42.30 N 80.10 W	Cardinalis cardinalis	BIOUG<CAN>:LPBO1681-39240	697	0
DQ434507		15-Apr-2004	Canada: Ontario		42.58 N 79.52 W	Cardinalis cardinalis	BIOUG<CAN>:HBO1631-89167	697	0
DQ434506		13-May-2004	Canada		42.40 N 79.50 W	Cardinalis cardinalis	BIOUG<CAN>:SPP1681-70834	697	0
DQ434505	Paul Super	06-Jul-2005	USA: North Carolina		35.51 N 83.31 W	Cardinalis cardinalis	BIOUG<CAN>:NCHA 90217617	638	0
DQ434504		01-Sep-2004	Canada: Ontario		43.95 N 80.45 W	Buteo jamaicensis	BIOUG<CAN>:LMA1207-46605	697	0
DQ434502		04-Oct-2003	Canada: Nova Scotia		50.17 N 120.28 W	Bucephala islandica	1520 10037	697	0
DQ434501		13-Oct-2003	Canada: British Columbia		56.15 N 120.25 W	Bucephala islandica	1520 10035	697	0
DQ434500	Lesley Howes	11-Oct-2003	Canada: Nova Scotia		46.25 N 60.07 W	Bucephala islandica	1520-10049	657	0
DQ434499	Lesley Howes	17-Dec-2003	Canada: New Brunswick		45.67 N 66.07 W	Bucephala islandica	1520-10050	689	0
DQ434498	Lesley Howes		Canada: Nova Scotia		44.25 N 64.37 W	Bucephala islandica	1520-10048	689	0
DQ434497	Lesley Howes	15-Oct-2003	Canada: Quebec		50.25 N 66.38 W	Bucephala islandica	1520-10052	689	0
DQ434495	Lesley Howes	12-Dec-2003	Canada: British Columbia		53.03 N 122.50 W	Bucephala clangula	1510-10004	664	0
DQ434494	Lesley Howes	11-Sep-2003	Canada: Ontario		46.25 N 80.05 W	Bucephala clangula	1510-10123	667	0
DQ434493	Lesley Howes	10-Apr-2003	Canada: Alberta		54.68 N 112.52 W	Bucephala clangula	1510-10009	669	0
DQ434492	Lesley Howes	09-Mar-2003	Canada: Newfoundland and Labrador		52.95 N 66.62 W	Bucephala clangula	1510-10045	689	0
DQ434491	Lesley Howes	20-Dec-2003	Canada: Ontario		43.18 N 79.05 W	Bucephala albeola	1530-10090	689	0
DQ434490	Lesley Howes	17-Dec-2003	Canada: British Columbia		50.68 N 119.73 W	Bucephala albeola	1530-10035	657	0
DQ434489	Lesley Howes	10-Sep-2003	Canada: Ontario		42.88 N 79.38 W	Bucephala albeola	1530-10173	652	0
DQ434488	Lesley Howes	01-Jan-2004	Canada: Nova Scotia		45.03 N 61.90 W	Bucephala albeola	1530-10279	689	0
DQ434487	Lesley Howes	09-Dec-2003	Canada: Yukon Territories		60.20 N 134.25 W	Bucephala albeola	1530-10011	689	0
DQ434484	Michel Gendron	14-Jun-2005	Canada: Nunavut		67.25 N 100.25 W	Branta hutchinsii	9999-00028	644	0
