accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
DQ434483	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta hutchinsii	1707-38256	650	0
DQ434482	Michel Gendron	12-Jun-2005	Canada: Nunavut		67.25 N 100.25 W	Branta hutchinsii	9999-00027	651	0
DQ434481	Michel Gendron	12-Jun-2005	Canada: Nunavut		67.25 N 100.25 W	Branta hutchinsii	9999-00026	654	0
DQ434480	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.71 N 73.11 W	Branta hutchinsii	1707-38458	658	0
DQ434479	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.76 N 73.00 W	Branta hutchinsii	1707-38404	697	0
DQ434478	Michel Gendron	12-Aug-2005	Canada: Nunavut		65.78 N 73.78 W	Branta hutchinsii	1727-12023	697	0
DQ434477	Michel Gendron	12-Aug-2005	Canada: Nunavut		65.78 N 73.78 W	Branta hutchinsii	1727-12027	697	0
DQ434476	Michel Gendron	12-Aug-2005	Canada: Nunavut		65.78 N 73.78 W	Branta hutchinsii	1727-12026	697	0
DQ434475	Michel Gendron	12-Aug-2005	Canada: Nunavut		65.78 N 73.78 W	Branta hutchinsii	1727-12025	697	0
DQ434474	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.71 N 73.11 W	Branta hutchinsii	1707-38452	697	0
DQ434473	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.71 N 73.11 W	Branta hutchinsii	1707-38455	697	0
DQ434472	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.71 N 73.11 W	Branta hutchinsii	1707-38453	697	0
DQ434471	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.71 N 73.11 W	Branta hutchinsii	1707-38462	697	0
DQ434470	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.76 N 73.00 W	Branta hutchinsii	1707-38403	697	0
DQ434469	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.76 N 73.00 W	Branta hutchinsii	1707-38401	697	0
DQ434468	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.76 N 73.00 W	Branta hutchinsii	1707-38400	697	0
DQ434467	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.76 N 73.00 W	Branta hutchinsii	1707-38402	697	0
DQ434466	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta hutchinsii	1727-68668	697	0
DQ434465	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta hutchinsii	1727-68666	697	0
DQ434464	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta hutchinsii	1727-68667	697	0
DQ434463	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta hutchinsii	1707-38255	697	0
DQ434461	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57570	517	0
DQ434460	Michel Gendron	04-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-14912	547	0
DQ434459	Michel Gendron	08-Aug-2005	Canada: Quebec		58.83 N 68.83 W	Branta canadensis	0988-15572	611	0
DQ434458	Michel Gendron	30-Jul-2005	Canada: Ontario		56.03 N 87.46 W	Branta canadensis	9999-00020	617	0
DQ434457	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57579	632	0
DQ434455	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-58534	634	0
DQ434454	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-59435	634	0
DQ434453	Michel Gendron	11-Aug-2005	Canada: Quebec		58.33 N 68.33 W	Branta canadensis	0998-52676	634	0
DQ434452	Michel Gendron	08-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-15617	634	0
DQ434451	Michel Gendron	31-Jul-2005	Canada: Ontario		55.37 N 85.27 W	Branta canadensis	9999-00023	634	0
DQ434450	Michel Gendron	30-Jul-2005	Canada: Ontario		56.05 N 87.52 W	Branta canadensis	9999-00021	634	0
DQ434449	Michel Gendron	10-Aug-2005	Canada: Quebec		60.83 N 69.83 W	Branta canadensis	0998-52615	635	0
DQ434448	Michel Gendron	23-Jul-2005	Canada: Ontario		55.87 N 86.77 W	Branta canadensis	9999-00009	635	0
DQ434447	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-59464	644	0
DQ434444	Michel Gendron	31-Jul-2005	Canada: Ontario		55.37 N 85.27 W	Branta canadensis	9999-00024	645	0
DQ434443	Jim Leafloor	07-Jan-2005	Canada: Manitoba		59.38 N 92.86 W	Branta canadensis	9999-00036	651	0
DQ434442	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.74 N 92.56 W	Branta canadensis	9999-00034	661	0
DQ434441	Michel Gendron	27-Jul-2005	Canada: Ontario		55.98 N 87.37 W	Branta canadensis	9999-00014	664	0
DQ434440	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.69 N 92.24 W	Branta canadensis	9999-00032	667	0
DQ434439	Michel Gendron	01-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0988-10903	677	0
DQ434438	Michel Gendron	04-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-14959	691	0
DQ434437	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.19 N 81.63 W	Branta canadensis	0998-59497	697	0
DQ434436	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-59461	697	0
DQ434435	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.74 N 92.56 W	Branta canadensis	9999-00035	697	0
DQ434434	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57561	697	0
DQ434433	Michel Gendron	22-Jul-2005	Canada: Ontario		55.24 N 84.80 W	Branta canadensis	9999-00004	697	0
DQ434432	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-58548	697	0
DQ434431	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-58553	697	0
DQ434430	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-59442	697	0
DQ434429	Michel Gendron	22-Jul-2005	Canada: Nunavut		53.20 N 81.24 W	Branta canadensis	0998-58540	697	0
DQ434428	Michel Gendron	10-Aug-2005	Canada: Quebec		59.33 N 77.33 W	Branta canadensis	0998-40529	697	0
DQ434427	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.19 N 81.63 W	Branta canadensis	0998-58576	697	0
DQ434426	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-59459	697	0
DQ434425	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-58547	697	0
DQ434424	Michel Gendron	26-Jul-2005	Canada: Nunavut		53.20 N 81.60 W	Branta canadensis	0998-58537	697	0
DQ434423	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-58524	697	0
DQ434422	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-59446	697	0
DQ434421	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-59447	697	0
DQ434420	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-59448	697	0
DQ434419	Michel Gendron	23-Jul-2005	Canada: Nunavut		53.21 N 81.43 W	Branta canadensis	0998-58532	697	0
DQ434418	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57586	697	0
DQ434417	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57584	697	0
DQ434416	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57581	697	0
DQ434415	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57580	697	0
DQ434414	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57577	697	0
DQ434413	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57576	697	0
DQ434412	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57574	697	0
DQ434411	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57573	697	0
DQ434410	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57572	697	0
DQ434409	Michel Gendron	10-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-15757	697	0
DQ434408	Michel Gendron	11-Aug-2005	Canada: Quebec		58.33 N 68.33 W	Branta canadensis	0998-52700	697	0
DQ434407	Michel Gendron	10-Aug-2005	Canada: Quebec		60.67 N 69.67 W	Branta canadensis	0988-15906	697	0
DQ434406	Michel Gendron	10-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-15865	697	0
DQ434405	Michel Gendron	10-Aug-2005	Canada: Quebec		60.83 N 69.83 W	Branta canadensis	0988-15941	697	0
DQ434404	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57568	697	0
DQ434403	Michel Gendron	08-Aug-2005	Canada: Quebec		58.00 N 67.00 W	Branta canadensis	0988-15541	697	0
DQ434402	Michel Gendron	08-Aug-2005	Canada: Quebec		58.67 N 68.67 W	Branta canadensis	0988-15394	697	0
DQ434401	Michel Gendron	08-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-15692	697	0
DQ434400	Michel Gendron	06-Aug-2005	Canada: Quebec		58.50 N 67.50 W	Branta canadensis	0988-15485	697	0
DQ434399	Michel Gendron	04-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-14836	697	0
DQ434398	Michel Gendron	04-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-14950	697	0
DQ434397	Michel Gendron	04-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-15419	697	0
DQ434396	Michel Gendron	03-Aug-2005	Canada: Quebec		59.00 N 70.00 W	Branta canadensis	0988-14717	697	0
DQ434395	Michel Gendron	03-Aug-2005	Canada: Quebec		59.00 N 70.00 W	Branta canadensis	0988-14695	697	0
DQ434394	Michel Gendron	03-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-14435	697	0
DQ434393	Michel Gendron	03-Aug-2005	Canada: Quebec		59.83 N 69.83 W	Branta canadensis	0988-14527	697	0
DQ434392	Michel Gendron	03-Aug-2005	Canada: Quebec		59.67 N 69.67 W	Branta canadensis	0988-14454	697	0
DQ434391	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57566	697	0
DQ434390	Michel Gendron	02-Aug-2005	Canada: Quebec		59.33 N 69.33 W	Branta canadensis	0988-14103	697	0
DQ434389	Michel Gendron	08-Aug-2005	Canada: Quebec		59.17 N 77.17 W	Branta canadensis	0998-40054	697	0
DQ434388	Michel Gendron	08-Aug-2005	Canada: Quebec		59.17 N 77.17 W	Branta canadensis	0998-40056	697	0
DQ434387	Michel Gendron	08-Aug-2005	Canada: Quebec		59.17 N 77.17 W	Branta canadensis	0998-40091	697	0
DQ434386	Michel Gendron	08-Aug-2005	Canada: Quebec		59.17 N 77.17 W	Branta canadensis	0998-40096	697	0
DQ434385	Michel Gendron	03-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39673	697	0
DQ434384	Michel Gendron	03-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39682	697	0
DQ434383	Michel Gendron	03-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39678	697	0
DQ434382	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57565	697	0
DQ434381	Michel Gendron	01-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0988-10904	697	0
DQ434380	Michel Gendron	07-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39991	697	0
DQ434379	Michel Gendron	07-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39990	697	0
DQ434378	Michel Gendron	07-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39989	697	0
DQ434377	Michel Gendron	07-Aug-2005	Canada: Quebec		59.50 N 77.50 W	Branta canadensis	0998-39994	697	0
DQ434376	Michel Gendron	09-Aug-2005	Canada: Quebec		60.67 N 76.67 W	Branta canadensis	0998-40475	697	0
DQ434375	Michel Gendron	09-Aug-2005	Canada: Quebec		60.00 N 77.00 W	Branta canadensis	0998-40444	697	0
DQ434374	Michel Gendron	09-Aug-2005	Canada: Quebec		60.00 N 77.00 W	Branta canadensis	0998-40446	697	0
DQ434373	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57564	697	0
DQ434372	Michel Gendron	10-Aug-2005	Canada: Quebec		59.33 N 77.33 W	Branta canadensis	0998-40554	697	0
DQ434371	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.20 N 92.74 W	Branta canadensis	9999-00044	697	0
DQ434370	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.20 N 92.74 W	Branta canadensis	9999-00043	697	0
DQ434369	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.20 N 92.74 W	Branta canadensis	9999-00042	697	0
DQ434368	Jim Leafloor	07-Jan-2005	Canada: Manitoba		59.19 N 92.94 W	Branta canadensis	9999-00041	697	0
DQ434367	Jim Leafloor	07-Jan-2005	Canada: Manitoba		59.19 N 92.94 W	Branta canadensis	9999-00040	697	0
DQ434366	Jim Leafloor	07-Jan-2005	Canada: Manitoba		59.19 N 92.94 W	Branta canadensis	9999-00039	697	0
DQ434365	Jim Leafloor	07-Jan-2005	Canada: Manitoba		59.38 N 92.86 W	Branta canadensis	9999-00038	697	0
DQ434364	Jim Leafloor	07-Jan-2005	Canada: Manitoba		59.38 N 92.86 W	Branta canadensis	9999-00037	697	0
DQ434363	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57563	697	0
DQ434362	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.74 N 92.56 W	Branta canadensis	9999-00033	697	0
DQ434361	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.69 N 92.24 W	Branta canadensis	9999-00031	697	0
DQ434360	Jim Leafloor	07-Jan-2005	Canada: Manitoba		57.69 N 92.24 W	Branta canadensis	9999-00030	697	0
DQ434359	Michel Gendron	07-Jul-2005	Canada: Ontario		45.67 N 75.83 W	Branta canadensis	0998-57562	697	0
DQ434358	Michel Gendron	29-Jul-2005	Canada: Ontario		56.56 N 88.38 W	Branta canadensis	9999-00019	697	0
DQ434357	Michel Gendron	29-Jul-2005	Canada: Ontario		56.66 N 88.58 W	Branta canadensis	9999-00018	697	0
DQ434356	Michel Gendron	29-Jul-2005	Canada: Ontario		56.77 N 88.83 W	Branta canadensis	9999-00017	697	0
DQ434355	Michel Gendron	28-Jul-2005	Canada: Ontario		55.33 N 85.14 W	Branta canadensis	9999-00016	697	0
DQ434354	Michel Gendron	28-Jul-2005	Canada: Ontario		55.30 N 85.11 W	Branta canadensis	9999-00015	697	0
DQ434353	Michel Gendron	27-Jul-2005	Canada: Ontario		55.94 N 87.23 W	Branta canadensis	9999-00013	697	0
DQ434352	Michel Gendron	27-Jul-2005	Canada: Ontario		55.93 N 87.14 W	Branta canadensis	9999-00012	697	0
DQ434351	Michel Gendron	26-Jul-2005	Canada: Ontario		55.43 N 85.45 W	Branta canadensis	9999-00011	697	0
DQ434350	Michel Gendron	26-Jul-2005	Canada: Ontario		55.50 N 85.56 W	Branta canadensis	9999-00010	697	0
DQ434349	Michel Gendron	23-Jul-2005	Canada: Ontario		55.71 N 86.30 W	Branta canadensis	9999-00008	697	0
DQ434348	Michel Gendron	23-Jul-2005	Canada: Ontario		55.71 N 86.30 W	Branta canadensis	9999-00007	697	0
DQ434347	Michel Gendron	23-Jul-2005	Canada: Ontario		55.66 N 86.03 W	Branta canadensis	9999-00006	697	0
DQ434346	Michel Gendron	22-Jul-2005	Canada: Ontario		55.31 N 85.12 W	Branta canadensis	9999-00005	697	0
DQ434345	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta bernicla	1707-38397	697	0
DQ434344	Michel Gendron	11-Aug-2005	Canada: Nunavut		66.72 N 73.07 W	Branta bernicla	1707-38380	697	0
DQ434343		29-May-2004	Canada: New Brunswick		45.08 N 67.05 W	Bonasa umbellus	BIOUG<CAN>:STA002	697	0
DQ434342			Canada: Ontario		42.30 N 80.10 W	Baeolophus bicolor	BIOUG<CAN>:LPBO002	695	0
DQ434341		05-Oct-2004	Canada: Ontario		42.50 N 79.30 W	Baeolophus bicolor	BIOUG<CAN>:RPP190191201	697	0
DQ434340	Lesley Howes	09-Nov-2003	Canada: Manitoba		50.13 N 98.12 W	Aythya valisineria	1470-10012	649	0
DQ434339	Lesley Howes	20-Sep-2003	Canada: Alberta		51.12 N 113.48 W	Aythya valisineria	1470-10021	652	0
DQ434338	Lesley Howes	14-Nov-2003	Canada: Ontario		42.32 N 81.93 W	Aythya valisineria	1470-10050	654	0
DQ434337	Lesley Howes	09-Nov-2003	Canada: Manitoba		50.12 N 98.05 W	Aythya valisineria	1470-10016	652	0
DQ434336	Lesley Howes	25-Oct-2003	Canada: Saskatchewan		49.42 N 103.65 W	Aythya valisineria	1470-10029	669	0
DQ434335	Lesley Howes	10-May-2003	Canada: Quebec		45.20 N 74.33 W	Aythya marila	1480-10162	689	0
DQ434334		27-Nov-2004	Canada: Newfoundland and Labrador		42.04 N 83.07 W	Aythya marila	1480 20164	697	0
DQ434333		12-Mar-2004	Canada: Alberta		44.16 N 79.30 W	Aythya marila	1480 20162	697	0
DQ434332		11-Nov-2004	Canada: Nova Scotia		42.04 N 83.07 W	Aythya marila	1480 20038	697	0
DQ434331		12-Jun-2003	Canada: Nova Scotia		42.18 N 82.17 W	Aythya marila	1480 10298	697	0
DQ434329	Lesley Howes	15-Oct-2003	Canada: Nova Scotia		45.50 N 62.58 W	Aythya marila	1480-10040	657	0
DQ434328	Lesley Howes	10-Apr-2003	Canada: Alberta		53.60 N 114.72 W	Aythya marila	1480-10015	665	0
DQ434327	Lesley Howes	11-Aug-2003	Canada: Ontario		44.18 N 76.43 W	Aythya marila	1480-10090	689	0
DQ434326	Lesley Howes	16-Oct-2003	Canada: Newfoundland and Labrador		49.78 N 53.40 W	Aythya collaris	1500-10214	689	0
DQ434325			Canada: Ontario		44.60 N 79.80 W	Aythya collaris	1B-209	694	0
DQ434324		24-Oct-2003	Canada: Ontario		44.23 N 64.39 W	Aythya collaris	1500 10901	697	0
DQ434323		10-Jan-2003	Canada: British Columbia		45.27 N 65.56 W	Aythya collaris	1500 10817	697	0
DQ434322		10-Jul-2003	Canada: Ontario		45.50 N 64.12 W	Aythya collaris	1500 10800	697	0
DQ434320	Lesley Howes	15-Aug-2003	Canada: New Brunswick		46.99 N 64.84 W	Aythya collaris	1500-10095	667	0
DQ434319	Lesley Howes	29-Sep-2003	Canada: Quebec		47.48 N 72.78 W	Aythya collaris	1500-10688	667	0
DQ434318	Lesley Howes	29-Sep-2003	Canada: Manitoba		50.20 N 98.27 W	Aythya collaris	1500-10046	666	0
DQ434317		20-Sep-2003	Canada: Manitoba		49.72 N 96.67 W	Aythya americana	1460-10123	689	0
DQ434316		09-Nov-2003	Canada: Alberta		51.19 N 113.28 W	Aythya americana	1460 10098	697	0
DQ434315		25-Sep-2003	Canada: Ontario		53.19 N 112.42 W	Aythya americana	1460 10097	697	0
DQ434314		21-Oct-2003	Canada: Newfoundland and Labrador		50.51 N 112.34 W	Aythya americana	1460 10169	697	0
DQ434313		22-Sep-2003	Canada: Ontario		54.25 N 113.36 W	Aythya americana	1460 10100	697	0
DQ434312	Lesley Howes	10-Oct-2003	Canada			Aythya americana	1460-10122	654	0
DQ434311	Lesley Howes	13-Sep-2003	Canada: Alberta		53.73 N 113.15 W	Aythya americana	1460-10058	685	0
DQ434310	Lesley Howes	10-Apr-2003	Canada: Ontario		44.62 N 79.07 W	Aythya affinis	1490-10253	689	0
DQ434309	Lesley Howes	10-Nov-2003	Canada: Saskatchewan		51.08 N 102.53 W	Aythya affinis	1490-10011	687	0
DQ434308		11-Aug-2004	Canada: Ontario		42.36 N 80.29 W	Aythya affinis	1490 20200	697	0
DQ434307		11-May-2004	Canada: Ontario		44.16 N 79.30 W	Aythya affinis	1490 20192	697	0
DQ434306		27-Oct-2003	Canada: Newfoundland and Labrador		50.08 N 95.59 W	Aythya affinis	1490 10151	697	0
DQ434305	Lesley Howes	14-Oct-2003	Canada: Alberta		53.60 N 114.65 W	Aythya affinis	1490-10053	654	0
DQ434304	Lesley Howes	30-Dec-2003	Canada: Nova Scotia		45.62 N 62.77 W	Aythya affinis	1490-10106	665	0
DQ434303	Lesley Howes	11-Dec-2003	Canada: Prince Edward Island		46.32 N 63.18 W	Aythya affinis	1490-10081	665	0
DQ434301	Lesley Howes	10-May-2003	Canada: Manitoba		50.17 N 100.92 W	Mareca strepera	1350-10038	689	0
DQ434300	Lesley Howes	10-Nov-2003	Canada: British Columbia		49.27 N 116.75 W	Mareca strepera	1350-10107	649	0
DQ434299	Lesley Howes	11-Jul-2003	Canada: Ontario		43.92 N 80.48 W	Mareca strepera	1350-10228	665	0
DQ434298	Lesley Howes	27-Sep-2003	Canada: Alberta		54.18 N 114.40 W	Mareca strepera	1350-10061	689	0
DQ434297	Lesley Howes	17-Nov-2003	Canada: Saskatchewan		50.25 N 103.32 W	Mareca strepera	1350-10189	687	0
DQ434295	Lesley Howes	29-Sep-2003	Canada: Newfoundland and Labrador		48.98 N 54.57 W	Anas rubripes	1330-11858	649	0
DQ434294	Lesley Howes	24-Oct-2003	Canada: Prince Edward Island		46.65 N 64.03 W	Anas rubripes	1330-10385	659	0
DQ434293	Lesley Howes	17-Nov-2003	Canada: Ontario		44.33 N 77.73 W	Anas rubripes	1330-11050	665	0
DQ434292	Lesley Howes	09-Aug-2003	Canada: Quebec		45.45 N 73.48 W	Anas rubripes	1330-11376	667	0
DQ434291	Lesley Howes	20-Sep-2003	Canada: Quebec		48.72 N 79.47 W	Anas platyrhynchos	1320-14913	689	0
DQ434290	Lesley Howes	17-Nov-2003	Canada: British Columbia		49.23 N 122.25 W	Anas platyrhynchos	1320-10770	665	0
DQ434289	Lesley Howes		Canada: Prince Edward Island		46.55 N 63.88 W	Anas platyrhynchos	1320-12624	665	0
DQ434288	Lesley Howes	10-Nov-2003	Canada: NT		68.10 N 123.07 W	Anas platyrhynchos	1320-11401	665	0
DQ434287	Lesley Howes	20-Oct-2003	Canada: Saskatchewan		50.70 N 105.57 W	Anas platyrhynchos	1320-11179	689	0
DQ434286	Lesley Howes	27-Sep-2003	Canada: Alberta		53.52 N 112.75 W	Anas discors	1400-10026	649	0
DQ434285	Lesley Howes	18-Sep-2003	Canada: Manitoba		49.27 N 99.08 W	Anas discors	1400-10089	649	0
DQ434284	Lesley Howes	27-Sep-2003	Canada: Quebec		45.47 N 73.60 W	Anas discors	1400-10330	649	0
DQ434283	Lesley Howes	26-Sep-2003	Canada: Saskatchewan		52.98 N 107.35 W	Anas discors	1400-10066	665	0
DQ434282	Lesley Howes	21-Oct-2003	Canada: N		45.77 N 64.35 W	Anas discors	1400-10172	665	0
DQ434281		04-Dec-2004	Canada: Ontario		43.95 N 80.45 W	Anas carolinensis	BIOUG<CAN>:LMA73475607	697	0
DQ434280		04-Dec-2004	Canada: Ontario		43.95 N 80.45 W	Anas carolinensis	BIOUG<CAN>:LMA73475606	697	0
DQ434279	Lesley Howes	01-Aug-2003	Canada: British Columbia		49.02 N 123.08 W	Anas carolinensis	1390-10053	523	0
DQ434278	Lesley Howes	20-Sep-2003	Canada: Newfoundland and Labrador		50.03 N 57.77 W	Anas carolinensis	1390-11638	639	0
DQ434277	Lesley Howes	20-Sep-2003	Canada: Alberta		53.27 N 113.27 W	Anas carolinensis	1390-10080	645	0
DQ434276	Lesley Howes	10-Jan-2003	Canada: New Brunswick		47.98 N 66.77 W	Anas carolinensis	1390-10314	665	0
DQ434275	Lesley Howes	11-Mar-2003	Canada: Ontario		44.10 N 78.87 W	Anas carolinensis	1390-10468	689	0
DQ434274	Lesley Howes	27-Oct-2003	Canada: Saskatchewan		51.63 N 106.57 W	Anas clypeata	1420-10080	689	0
DQ434273	Lesley Howes	01-Jul-2004	Canada: British Columbia		49.02 N 123.08 W	Anas clypeata	1420-10120	689	0
DQ434272	Lesley Howes	09-Dec-2003	Canada: Manitoba		50.20 N 98.27 W	Anas clypeata	1420-10008	689	0
DQ434271	Lesley Howes	09-Jun-2003	Canada: Alberta		53.37 N 112.45 W	Anas clypeata	1420-10054	664	0
DQ434270	Lesley Howes	09-May-2003	Canada: Saskatchewan		53.08 N 107.35 W	Anas clypeata	1420-10117	665	0
DQ434269	Lesley Howes	09-Nov-2003	Canada: Manitoba		50.12 N 98.05 W	Mareca americana	1370-10224	654	0
DQ434268	Lesley Howes	16-Oct-2003	Canada: British Columbia		49.10 N 122.78 W	Mareca americana	1370-10058	665	0
DQ434267	Lesley Howes	10-Jan-2003	Canada: New Brunswick		45.53 N 66.07 W	Mareca americana	1370-10361	689	0
DQ434266	Lesley Howes	08-Jan-2003	Canada: New Brunswick		45.47 N 65.88 W	Mareca americana	1370-10354	689	0
DQ434265		20-Sep-2003	Canada: Alberta		49.75 N 112.15 W	Mareca americana	1370-10159	689	0
DQ434264	Lesley Howes	14-Dec-2003	Canada: British Columbia		49.02 N 123.08 W	Anas acuta	1430-10097	689	0
DQ434263	Lesley Howes	10-Apr-2003	Canada: Saskatchewan		49.72 N 102.97 W	Anas acuta	1430-10206	640	0
DQ434262	Lesley Howes	10-May-2003	Canada: NT		63.02 N 115.23 W	Anas acuta	1430-10067	654	0
DQ434261	Lesley Howes	20-Sep-2003	Canada: Quebec		48.33 N 66.10 W	Anas acuta	1430-10521	665	0
DQ434260	Lesley Howes	29-Oct-2003	Canada: Newfoundland and Labrador		47.87 N 53.10 W	Anas acuta	1430-10346	669	0
DQ434259		22-Jul-2004	Canada: New Brunswick		44.30 N 66.06 W	Alca torda	BIOUG<CAN>:MSI895-17065	697	0
DQ434258		22-Jul-2004	Canada: New Brunswick		44.30 N 66.06 W	Alca torda	BIOUG<CAN>:MSI47895-17406	697	0
DQ434257	Lesley Howes	10-Jan-2003	Canada: New Brunswick		45.63 N 66.05 W	Aix sponsa	1440-10022	645	0
DQ434256	Lesley Howes	17-Oct-2003	Canada: Nova Scotia		45.83 N 64.12 W	Aix sponsa	1440-10031	649	0
DQ434255	Lesley Howes	16-Sep-2003	Canada: Ontario		48.28 N 79.82 W	Aix sponsa	1440-10851	649	0
DQ434254	Lesley Howes	13-Sep-2003	Canada: Ontario		48.47 N 81.03 W	Aix sponsa	1440-10864	659	0
DQ434253	Lesley Howes	10-Feb-2003	Canada: New Brunswick		45.72 N 66.08 W	Aix sponsa	1440-10029	665	0
